seq,frame,track_id,lost_duration,det_score,cost,gpr_sigma_px,det_iou,det_gt_id,prior_frame,prior_iou,prior_gt_id,displacement,disp_norm,correct,recovered_real
MOT17-10-FRCNN,107,305,1,0.12861591577529907,0.021414616455479152,1.1756611381244737,0.0,-1,106,0.0,-1,2.3,0.047,0,0
MOT17-10-FRCNN,112,305,1,0.5037393569946289,0.10495125536750527,1.216774921205065,0.0,-1,111,0.0,-1,2.5,0.05,0,0
MOT17-10-FRCNN,143,295,1,0.17823779582977295,0.14026238197508856,1.7884089450810392,0.0,-1,142,0.0,-1,1.7,0.024,0,0
MOT17-10-FRCNN,158,308,1,0.47653770446777344,0.06406391334486572,1.9383144795957692,0.135,-1,157,0.139,-1,2.9,0.026,0,0
MOT17-10-FRCNN,160,308,1,0.5528690814971924,0.11914753590044636,1.8654147797609328,0.115,-1,159,0.136,-1,4.6,0.04,0,0
MOT17-10-FRCNN,170,295,1,0.5711545944213867,0.05812020674378904,2.0224335441881176,0.008,-1,169,0.116,-1,2.9,0.036,0,0
MOT17-10-FRCNN,172,308,2,0.5272951126098633,0.041541361025002055,2.4266234965822124,0.271,-1,170,0.0,-1,3.4,0.034,0,0
MOT17-10-FRCNN,172,305,1,0.5356495380401611,0.03517267838959537,1.5846086506899333,0.086,-1,171,0.084,-1,1.7,0.032,0,0
MOT17-10-FRCNN,173,308,1,0.5870332717895508,0.13171857043297464,1.7524200723092598,0.238,-1,172,0.269,-1,5.6,0.054,0,0
MOT17-10-FRCNN,175,308,1,0.5938148498535156,0.1469352954755182,1.7281304857312438,0.112,-1,174,0.151,-1,5.0,0.048,0,0
MOT17-10-FRCNN,176,308,1,0.5736269950866699,0.12729482477163823,1.7165725170132953,0.062,-1,175,0.114,-1,3.5,0.034,0,0
MOT17-10-FRCNN,177,308,1,0.5818023681640625,0.12594861628756415,1.697189370341647,0.06,-1,176,0.065,-1,2.7,0.026,0,0
MOT17-10-FRCNN,187,291,1,0.29692506790161133,0.1082515779294011,1.8510650744397152,0.0,-1,186,0.0,-1,3.1,0.032,0,0
MOT17-10-FRCNN,192,307,1,0.5928397178649902,0.08469367993785937,1.733143642451186,0.168,-1,191,0.157,-1,3.0,0.047,0,0
MOT17-10-FRCNN,223,307,1,0.5099287033081055,0.1434317821331046,1.7898347315322283,0.0,-1,222,0.0,-1,1.1,0.016,0,0
MOT17-10-FRCNN,297,324,1,0.15088552236557007,0.14300952574237824,1.6391138707333515,0.0,-1,296,0.0,-1,0.6,0.012,0,0
MOT17-10-FRCNN,298,323,1,0.5139999389648438,0.11441231116017914,1.8239952851772643,0.0,-1,297,0.0,-1,2.3,0.05,0,0
MOT17-10-FRCNN,300,323,1,0.5839419364929199,0.13781021929057902,1.7858442124900291,0.0,-1,299,0.0,-1,1.7,0.036,0,0
MOT17-10-FRCNN,306,316,2,0.4145808219909668,0.1286346113581296,2.7614186153712352,0.066,-1,304,0.045,-1,4.8,0.04,0,0
MOT17-10-FRCNN,314,323,1,0.4702460765838623,0.10454201996003953,1.833699824679911,0.16,-1,313,0.148,-1,1.0,0.021,0,0
MOT17-10-FRCNN,324,316,2,0.13569027185440063,0.13488919139733624,2.8098450507211368,0.135,-1,322,0.109,-1,8.7,0.066,0,0
MOT17-11-FRCNN,50,334,1,0.23011493682861328,0.08591543141701963,1.334543845272229,0.111,-1,49,0.129,-1,4.5,0.02,0,0
MOT17-11-FRCNN,51,334,1,0.2718009948730469,0.10668412389400683,1.3688142352406563,0.099,-1,50,0.112,-1,3.2,0.014,0,0
MOT17-11-FRCNN,52,334,1,0.4807887077331543,0.14291077349446302,1.360870748740158,0.089,-1,51,0.1,-1,3.5,0.017,0,0
MOT17-11-FRCNN,53,334,1,0.3546309471130371,0.10689242750514893,1.3803414969397558,0.079,-1,52,0.089,-1,5.0,0.024,0,0
MOT17-11-FRCNN,94,341,1,0.3432655334472656,0.12318023833635161,1.5667677537770341,0.199,-1,93,0.203,-1,5.5,0.023,0,0
MOT17-11-FRCNN,95,341,1,0.2638263702392578,0.09055641766930767,1.6831492318859829,0.205,-1,94,0.201,-1,4.3,0.018,0,0
MOT17-11-FRCNN,182,344,1,0.2989072799682617,0.13081880253132538,2.7034113029989064,0.147,-1,181,0.138,-1,1.8,0.009,0,0
MOT17-11-FRCNN,201,346,1,0.5209591388702393,0.11711526070254741,3.072597564306839,0.346,-1,200,0.355,-1,2.6,0.014,0,0
MOT17-11-FRCNN,221,350,2,0.4720478057861328,0.0645706783123634,3.648831058461428,0.0,-1,219,0.067,-1,8.6,0.031,0,0
MOT17-11-FRCNN,280,354,1,0.10532140731811523,0.0864880072495503,1.0430431684252575,0.093,-1,279,0.095,-1,6.4,0.032,0,0
MOT17-11-FRCNN,299,331,1,0.34331417083740234,0.1278262530529667,3.9935393792192735,0.33,-1,298,0.32,-1,10.0,0.022,0,0
MOT17-11-FRCNN,302,364,2,0.5095396041870117,0.13742530753762383,1.9108706710331578,0.015,-1,300,0.003,-1,8.8,0.095,0,0
MOT17-11-FRCNN,306,364,1,0.5885488986968994,0.09497754716223261,0.942741950100672,0.024,-1,305,0.023,-1,1.5,0.017,0,0
MOT17-11-FRCNN,325,367,1,0.5940585136413574,0.13396481963820983,1.4494946281366874,0.0,-1,324,0.0,-1,3.8,0.04,0,0
MOT17-11-FRCNN,326,365,1,0.23435437679290771,0.08587144533415536,1.636095420487326,0.018,-1,325,0.019,-1,5.4,0.061,0,0
MOT17-11-FRCNN,330,362,1,0.5580530166625977,0.07175989185820619,1.6870810696999576,0.292,-1,329,0.235,-1,5.4,0.05,0,0
MOT17-11-FRCNN,331,362,1,0.1493281126022339,0.08198059143489533,1.678911417441881,0.343,-1,330,0.293,-1,6.0,0.056,0,0
MOT17-11-FRCNN,334,364,1,0.4467742443084717,0.09146343343367624,1.6064845701200476,0.018,-1,333,0.019,-1,2.5,0.027,0,0
MOT17-11-FRCNN,334,365,1,0.36043405532836914,0.12692979968741125,1.5664171641496905,0.019,-1,333,0.02,-1,1.8,0.019,0,0
MOT17-11-FRCNN,347,365,2,0.43941259384155273,0.10153275926863048,2.8476885416267645,0.007,-1,345,0.019,-1,19.4,0.193,0,0
MOT17-11-FRCNN,353,371,1,0.5809307098388672,0.12150865585980486,2.1686422521150255,0.0,-1,352,0.0,-1,10.3,0.108,0,0
MOT17-11-FRCNN,399,377,1,0.40830373764038086,0.11008771014126562,2.8202933161796473,0.425,-1,398,0.461,-1,5.2,0.022,0,0
MOT17-11-FRCNN,416,383,2,0.2112135887145996,0.1388503006169567,1.3130494572555484,0.028,-1,414,0.026,-1,1.0,0.007,0,0
MOT17-11-FRCNN,421,383,1,0.2481621503829956,0.08906083407423226,0.8954950919658462,0.029,-1,420,0.029,-1,1.7,0.012,0,0
MOT17-11-FRCNN,423,383,1,0.4816884994506836,0.14314919760197675,0.8784384757443593,0.027,-1,422,0.03,-1,2.6,0.02,0,0
MOT17-11-FRCNN,428,377,1,0.4239499568939209,0.08114970098456065,3.263646595040438,0.259,-1,427,0.236,-1,5.2,0.024,0,0
MOT17-11-FRCNN,429,377,1,0.4139237403869629,0.0912980455160749,3.234349523407141,0.266,-1,428,0.253,-1,1.5,0.007,0,0
MOT17-13-FRCNN,15,406,1,0.219757080078125,0.13475058723335642,0.9586535791797782,0.0,-1,14,0.0,-1,2.1,0.031,0,0
MOT17-13-FRCNN,44,398,1,0.470883846282959,0.11916557367989433,1.126134047683379,0.0,-1,43,0.0,-1,14.4,0.129,0,0
